lmt,job,ncloseCreditCard,basicLevel,unpayNormalLoan,lmt_amt_bucket,lmt_business_bin,lmt_capacity_level,job_group,job_stability_level,job_risk_level,basic_level_clean,credit_history_level,multi_head_cnt_proxy,multi_head_level,credit_burden_level,debt_pressure_level,income_proxy_amt,income_proxy_level,expense_proxy_amt,expense_proxy_level,disposable_income_proxy_amt,cashflow_pressure_level,affordability_level,qualification_score,value_score,risk_score,strategy_segment,limit_recommend_amt,price_group,target
1.396,5,1,1,0,2000,3,2,3,3,3,1,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
6.533,3,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
7.667,4,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,6500,4,4000,4,1500,3,5,3,3,2,2,6500,3,0
13.967,3,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
39.5,2,1,1,1,50000,11,5,1,5,1,1,3,3,4,4,4,16000,7,10000,6,4500,2,5,3,4,3,2,38000,2,0
16.296,6,1,1,0,20000,9,5,3,3,3,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
3.063,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
1.463,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
1.463,5,0,3,0,2000,3,2,3,3,3,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
7.963,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
1.27,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
8.467,3,1,2,0,10000,7,5,2,4,2,2,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
7.6,2,1,3,0,8000,6,4,1,5,1,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
3.6,6,1,2,0,5000,5,3,3,3,3,2,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
5.267,3,0,1,0,8000,6,4,2,4,2,1,1,0,1,1,1,7000,4,3000,3,4000,2,5,4,4,1,1,8000,2,0
5,6,1,1,0,5000,5,3,3,3,3,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
0.733,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
1.263,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
0.8,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,1
7.667,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
2.667,4,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,2,2,2500,3,0
7.667,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
3.3,3,0,1,0,5000,5,3,2,4,2,1,1,0,1,1,1,5500,4,2500,2,3000,2,5,4,3,1,2,5000,3,0
3.933,3,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5500,4,3500,3,1000,3,5,3,4,2,1,4000,2,0
3.963,5,1,1,1,5000,5,3,3,3,3,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,4,2,1,4000,2,0
2.03,13,1,2,0,3000,4,2,0,1,5,2,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
0.996,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
5.4,3,0,2,0,8000,6,4,2,4,2,2,1,0,1,1,1,7000,4,3000,3,4000,2,5,4,4,1,1,8000,2,0
1.43,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
5.2,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
0.363,3,0,3,0,500,1,1,2,4,2,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,500,4,0
2.063,3,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
5.233,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,1
2.533,4,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
0.733,6,0,1,0,1000,2,1,3,3,3,1,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,1000,4,0
1.163,5,-999,3,-999,2000,3,2,3,3,3,3,0,0,1,1,1,2500,1,1000,1,1500,3,5,2,2,2,3,1500,4,0
1.667,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
3.333,4,0,3,0,5000,5,3,2,4,2,3,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,2,2,4000,3,0
2.996,3,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
12.63,1,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,10000,5,6000,5,2500,3,5,4,4,2,1,14000,2,0
1.663,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
6.433,3,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
7.963,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
2.4,3,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
2.33,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
8.667,3,1,2,0,10000,7,5,2,4,2,2,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
2.3,4,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,2,2,2500,3,0
1.796,8,1,3,0,2000,3,2,4,2,4,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
4.633,3,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
3.63,2,1,1,1,5000,5,3,1,5,1,1,3,2,3,3,3,5500,4,3500,3,1000,3,5,3,4,2,1,4000,2,0
2.963,3,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
1.63,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
0.767,3,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,1000,4,0
4.963,3,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5500,4,3500,3,1000,3,5,3,4,2,1,4000,2,0
7.333,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
3.333,4,1,2,0,5000,5,3,2,4,2,2,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
16.296,4,1,1,0,20000,9,5,2,4,2,1,3,2,3,2,2,10500,6,5500,5,4500,2,5,4,5,1,1,20500,1,0
0.604,2,1,3,0,1000,2,1,1,5,1,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
0.996,3,1,1,0,1000,2,1,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
19.963,3,1,1,0,20000,9,5,2,4,2,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
1.296,5,1,1,0,2000,3,2,3,3,3,1,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
16.63,7,1,1,1,20000,9,5,4,2,4,1,3,3,4,4,4,10500,6,6500,5,2500,3,5,3,4,2,1,17000,2,0
1.433,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
3.6,3,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
1.93,2,1,1,1,2000,3,2,1,5,1,1,3,2,3,3,3,4000,3,2500,2,500,4,4,3,3,2,2,1500,3,0
1.363,5,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
3,4,0,2,0,3000,4,2,2,4,2,2,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,3000,3,0
3.067,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
28.963,1,1,1,0,30000,10,5,1,5,1,1,3,2,3,2,2,13500,6,7000,5,6000,1,5,5,5,1,1,33500,1,0
0.93,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
11.296,3,1,3,0,15000,8,5,2,4,2,3,3,2,3,3,2,9000,5,5000,4,3500,2,5,4,5,1,1,15500,1,0
1,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
8.63,2,1,1,0,10000,7,5,1,5,1,1,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
11.63,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
1.9,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
1.867,5,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
9.63,4,1,1,0,10000,7,5,2,4,2,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
0.463,1,0,1,0,500,1,1,1,5,1,1,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,500,4,0
4.963,3,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5500,4,3500,3,1000,3,5,3,4,2,1,4000,2,0
2.4,3,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
8.296,3,1,1,0,10000,7,5,2,4,2,1,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
2.333,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
1.6,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.467,2,1,3,0,2000,3,2,1,5,1,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.396,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
2.3,3,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,2500,3,0
6.367,8,1,1,0,8000,6,4,4,2,4,1,3,1,2,1,2,6000,4,3000,3,2500,3,5,4,4,1,1,8000,2,0
6.867,5,0,1,0,8000,6,4,3,3,3,1,1,0,1,1,1,6000,4,2500,2,3500,2,5,3,4,1,1,7500,2,0
52.296,4,1,1,0,80000,12,5,2,4,2,1,3,2,3,2,2,18500,7,9500,6,8500,1,5,4,5,1,1,50000,1,0
4.63,3,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5500,4,3500,3,1000,3,5,3,4,2,1,4000,2,0
1.063,8,1,3,0,2000,3,2,4,2,4,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
11.296,3,1,3,0,15000,8,5,2,4,2,3,3,2,3,3,2,9000,5,5000,4,3500,2,5,4,5,1,1,15500,1,0
1.03,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
0.896,3,1,1,0,1000,2,1,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
2.033,4,0,1,0,3000,4,2,2,4,2,1,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,3000,3,0
4.867,5,1,3,0,5000,5,3,3,3,3,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
1.433,4,0,2,0,2000,3,2,2,4,2,2,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,1,2,2000,3,0
3.167,3,0,1,0,5000,5,3,2,4,2,1,1,0,1,1,1,5500,4,2500,2,3000,2,5,4,3,1,2,5000,3,0
7.833,2,1,3,1,8000,6,4,1,5,1,3,3,2,3,4,4,6500,4,4000,4,1500,3,5,3,3,3,2,6000,3,0
10.296,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
3.4,6,1,1,0,5000,5,3,3,3,3,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
1.867,6,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
14.296,7,1,1,0,15000,8,5,4,2,4,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
2.396,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
3.096,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
1.296,5,0,3,0,2000,3,2,3,3,3,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
14.233,6,1,2,0,15000,8,5,3,3,3,2,3,2,3,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,15500,1,0
19.63,3,1,1,1,20000,9,5,2,4,2,1,3,3,4,4,4,11000,6,6500,5,3000,2,5,3,4,2,1,17000,2,0
1.167,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
0.667,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
6.967,3,0,2,0,8000,6,4,2,4,2,2,1,0,1,1,1,7000,4,3000,3,4000,2,5,4,4,1,1,8000,2,0
4.667,4,1,3,1,5000,5,3,2,4,2,3,3,2,3,4,3,4500,3,3000,3,500,4,4,2,3,3,2,3500,3,0
7.63,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
1.463,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,1
1.03,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
2.296,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
0.567,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
0.737,5,1,3,0,1000,2,1,3,3,3,3,3,1,2,2,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
5.63,8,1,1,1,8000,6,4,4,2,4,1,3,2,3,3,4,6000,4,3500,3,1500,3,5,3,3,2,2,6500,3,0
8.963,7,1,1,1,10000,7,5,4,2,4,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,4,2,1,8500,2,0
5.963,5,1,1,0,8000,6,4,3,3,3,1,3,1,2,1,2,6000,4,3000,3,2500,3,5,4,4,1,1,8000,2,0
3.63,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
7.63,4,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
25.63,1,1,1,1,30000,10,5,1,5,1,1,3,3,4,4,4,13500,6,8000,6,4000,2,5,4,4,2,1,28000,2,0
1.63,3,1,1,1,2000,3,2,2,4,2,1,3,2,3,3,3,4000,3,2500,2,500,4,4,3,3,2,2,1500,3,0
2.663,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
6.63,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
6.63,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
1.867,5,0,2,0,2000,3,2,3,3,3,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,1,2,2000,3,0
0.696,2,0,1,0,1000,2,1,1,5,1,1,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,1000,4,0
4.2,2,1,3,0,5000,5,3,1,5,1,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
0.83,2,1,3,0,1000,2,1,1,5,1,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
0.733,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
7.963,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
1.602,5,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
8.033,3,1,2,0,10000,7,5,2,4,2,2,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
15.963,7,1,1,0,20000,9,5,4,2,4,1,3,2,3,2,2,10500,6,5500,5,4500,2,5,4,5,1,1,20500,1,0
2.267,8,0,2,0,3000,4,2,4,2,4,2,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,1,2,3000,3,0
3.7,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
0.896,2,1,1,0,1000,2,1,1,5,1,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
4.2,3,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
15.296,1,1,1,0,20000,9,5,1,5,1,1,3,2,3,2,2,11500,6,6000,5,5000,1,5,5,5,1,1,22500,1,0
37.733,7,1,1,1,50000,11,5,4,2,4,1,3,3,4,4,4,15500,7,9500,6,4500,2,5,3,4,3,2,38000,2,0
1.433,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.93,2,1,1,1,2000,3,2,1,5,1,1,3,2,3,3,3,4000,3,2500,2,500,4,4,3,3,2,2,1500,3,0
1.196,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
4.9,7,1,1,0,5000,5,3,4,2,4,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,1
1.363,5,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
2.396,1,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,3,1,2,3000,3,0
5.8,5,1,3,0,8000,6,4,3,3,3,3,3,1,2,2,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
0.796,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
34.167,4,1,1,0,50000,11,5,2,4,2,1,3,2,3,2,2,15500,7,8000,6,7000,1,5,4,5,1,1,50000,1,0
1.696,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
2.3,4,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,2,2,2500,3,0
9.667,4,1,2,0,10000,7,5,2,4,2,2,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
4.667,3,0,2,0,5000,5,3,2,4,2,2,1,0,1,1,1,5500,4,2500,2,3000,2,5,3,3,1,2,4500,3,0
2.433,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
0.696,2,0,3,0,1000,2,1,1,5,1,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,2,3,1000,4,0
0.363,4,0,3,0,500,1,1,2,4,2,3,1,0,1,1,1,2000,1,1000,1,1000,3,5,3,2,2,3,500,4,0
2.8,6,1,2,0,3000,4,2,3,3,3,2,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
13.067,4,1,3,1,15000,8,5,2,4,2,3,3,3,4,5,4,8500,5,5500,5,1500,3,5,3,4,3,2,11500,2,0
1.4,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
8,2,0,1,0,8000,6,4,1,5,1,1,1,0,1,1,1,7000,4,3000,3,4000,2,5,4,4,1,1,8000,2,0
10.296,7,1,1,0,15000,8,5,4,2,4,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
6.63,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
0.83,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
4.633,6,1,1,0,5000,5,3,3,3,3,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
1.667,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.667,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
23.63,1,1,1,1,30000,10,5,1,5,1,1,3,3,4,4,4,13500,6,8000,6,4000,2,5,4,4,2,1,28000,2,0
2.963,1,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,3,1,2,3000,3,0
6.633,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
3.9,4,0,2,0,5000,5,3,2,4,2,2,1,0,1,1,1,5000,3,2000,2,3000,2,5,3,3,1,2,4500,3,0
1.096,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
6.7,6,1,3,0,8000,6,4,3,3,3,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
7.833,4,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
0.996,3,1,1,0,1000,2,1,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
36.933,3,1,1,1,50000,11,5,2,4,2,1,3,3,4,4,4,16000,7,10000,6,4500,2,5,3,4,3,2,38000,2,0
2.633,4,1,2,0,3000,4,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
1.23,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
3.263,3,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
1.996,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
10,3,1,3,0,10000,7,5,2,4,2,3,3,2,3,3,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
3.133,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
9.333,4,1,3,0,10000,7,5,2,4,2,3,3,1,2,2,2,7000,4,4000,4,2500,3,5,4,4,1,1,10000,2,0
3.196,4,0,1,0,5000,5,3,2,4,2,1,1,0,1,1,1,5000,3,2000,2,3000,2,5,3,3,1,2,4500,3,0
6.667,4,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
14.296,3,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,15500,1,0
4.033,6,1,3,0,5000,5,3,3,3,3,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
1.43,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
0.896,3,-999,3,-999,1000,2,1,2,4,2,3,0,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,2,3,1000,4,0
7.667,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
1.063,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.6,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
7.963,8,1,1,1,8000,6,4,4,2,4,1,3,2,3,3,4,6000,4,3500,3,1500,3,5,3,3,2,2,6500,3,0
6.963,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
1.73,6,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
8.467,4,1,2,0,10000,7,5,2,4,2,2,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
34.133,4,1,3,0,50000,11,5,2,4,2,3,3,2,3,3,2,15000,6,8000,6,6500,1,5,4,5,2,1,47000,1,0
